t_index term df
9585 sift 11
9586 sigh 3
9587 sight 25
9588 sightse 4
9589 sign 133
9590 signal 34
9591 signalman 1
9592 signatur 7
9593 signifi 1
9594 signific 41
9595 significantli 9
9596 sigonella 2
9597 sikh 1
9598 silberl 1
9599 silenc 19
9600 silent 19
9601 sill 1
9602 silli 1
9603 silliman 1
9604 silo 3
9605 silt 1
9606 silva 1
9607 silver 8
9608 silvia 3
9609 silvija 2
9610 simeon 1
9611 simil 1
9612 similar 47
9613 similarli 5
9614 simmer 3
9615 simmon 3
9616 simpl 19
9617 simpler 1
9618 simpli 46
9619 simul 1
9620 simultan 8
9621 sin 3
9622 sinc 341
9623 sincer 5
9624 sindh 2
9625 sing 6
9626 singapor 3
9627 singaporean 1
9628 singer 7
9629 singh 4
9630 singl 50
9631 singular 1
9632 singularli 1
9633 sinha 1
9634 sink 32
9635 siobhan 1
9636 sion 1
9637 sip 6
9638 sir 5
9639 sirah 1
9640 siren 1
9641 siriman 1
9642 sister 45
9643 sit 37
9644 site 80
9645 situat 82
9646 sixth 32
9647 sixti 1
9648 siyaram 1
9649 sizabl 2
9650 size 19
9651 sizzl 2
9652 skeptic 10
9653 sketch 11
9654 sketchi 14
9655 ski 2
9656 skiff 10
9657 skill 13
9658 skim 8
9659 skin 7
9660 skip 8
9661 skipper 5
9662 skirmish 1
9663 skirt 5
9664 skull 3
9665 sky 18
9666 skyscrap 4
9667 slab 15
9668 slade 7
9669 slain 10
9670 slam 58
9671 slant 2
9672 slap 3
9673 slash 4
9674 slat 1
9675 slate 6
9676 slater 2
9677 slaughterhous 1
9678 slava 1
9679 slavador 1
9680 slavica 1
9681 slavija 2
9682 slavish 1
9683 slavo 1
9684 slavoljub 1
9685 slay 12
9686 sledgehamm 3
9687 sleep 36
9688 sleepless 1
9689 sleight 1
9690 slender 1
9691 slenderest 1
9692 slept 8
9693 slice 10
9694 slid 2
9695 slide 3
9696 slight 6
9697 slightest 3
9698 slightli 27
9699 slim 10
9700 slime 1
9701 slip 30
9702 slippag 1
9703 sliver 2
9704 slm 2
9705 slobadon 1
9706 slobo 3
9707 slobodan 126
9708 slocomb 1
9709 slogan 12
9710 slope 2
9711 sloppi 5
9712 slouch 1
9713 slovakia 8
9714 slovakian 1
9715 slow 38
9716 slowdown 2
9717 slowest 2
9718 slowli 26
9719 slug 1
9720 sluggish 4
9721 slump 6
9722 slur 1
9723 smack 4
9724 small 208
9725 smaller 25
9726 smallest 2
9727 smaltz 1
9728 smart 2
9729 smarter 2
9730 smartest 1
9731 smartli 1
9732 smash 25
9733 smear 3
9734 smederevska 2
9735 smell 7
9736 smile 36
9737 smit 1
9738 smith 21
9739 smithvil 1
9740 smitten 1
9741 smog 2
9742 smoggiest 1
9743 smoke 26
9744 smoker 1
9745 smokescreen 1
9746 smokey 1
9747 smolder 1
9748 smolinski 1
9749 smooth 9
9750 smoothli 2
9751 smother 2
9752 smuggl 3
9753 snack 2
9754 snake 1
9755 snap 9
9756 snapper 1
9757 snappi 1
9758 snare 1
9759 snarl 1
9760 snatch 8
9761 sneak 3
9762 sneaker 1
9763 sneet 1
9764 snif 3
9765 sniff 1
9766 sniffer 13
9767 snipe 1
9768 sniper 1
9769 snippet 2
9770 snitch 3
9771 snjezana 1
9772 snour 1
9773 snow 11
9774 snowfal 1
9775 snowstorm 2
9776 snyder 1
9777 so 1
9778 soak 2
9779 soap 1
9780 soar 7
9781 sob 3
9782 sober 2
9783 soccer 4
9784 social 33
9785 socialist 36
9786 societi 34
9787 sock 3
9788 socotra 2
9789 socti 1
9790 sod 1
9791 sofa 2
9792 soft 10
9793 soften 4
9794 softli 1
9795 softwar 7
9796 soglasiy 1
9797 soil 7
9798 sojourn 1
9799 solanki 1
9800 solari 1
9801 sold 19
9802 soldier 97
9803 sole 9
9804 solemn 4
9805 solemnli 1
9806 solicit 1
9807 solid 15
9808 solidar 6
9809 solidifi 2
9810 solidli 1
9811 solitari 2
9812 solitud 1
9813 solomon 1
9814 solorzano 2
9815 solut 14
9816 solv 6
9817 somali 2
9818 somalia 8
9819 somber 6
9820 somberli 2
9821 somebodi 22
9822 someday 5
9823 somehow 16
9824 someon 49
9825 someplac 1
9826 someth 112
9827 sometim 50
9828 somewhat 9
9829 somewher 14
9830 somo 1
9831 son 114
9832 sonar 2
9833 song 3
9834 songwrit 3
9835 sonia 3
9836 sonni 1
9837 soon 94
9838 sooner 5
9839 sooooo 1
9840 soot 1
9841 sooti 1
9842 sop 1
9843 sophist 22
9844 sordid 1
9845 sore 8
9846 sorri 4
9847 sorrow 3
9848 sort 53
9849 sorti 1
9850 sosonati 7
9851 soto 3
9852 souc 1
9853 sought 50
9854 soul 4
9855 soumaila 1
9856 sound 56
9857 soundli 3
9858 soundproof 1
9859 soup 3
9860 sour 2
9861 sourc 93
9862 south 123
9863 southeast 35
9864 southeastern 10
9865 southern 67
9866 southwest 19
9867 southwestern 6
9868 souvenir 2
9869 sovereign 2
9870 sovereignti 8
9871 soviet 29
9872 soxon 1
9873 sp 2
9874 space 19
9875 spaciou 1
9876 spain 20
9877 span 6
9878 spangl 1
9879 spaniard 2
9880 spaniel 1
9881 spanish 13
9882 spare 9
9883 spark 18
9884 spasski 2
9885 spat 1
9886 spate 3
9887 speak 120
9888 speaker 19
9889 spear 1
9890 spearhead 3
9891 speci 1
9892 special 111
9893 specialist 21
9894 specif 55
9895 specifi 13
9896 spectacl 3
9897 spectacular 4
9898 spectat 7
9899 specter 3
9900 spectrum 1
9901 specul 44
9902 sped 4
9903 speech 62
9904 speed 31
9905 speedboat 1
9906 speedi 1
9907 speedskat 1
9908 spell 9
9909 spenc 3
9910 spencer 6
9911 spend 57
9912 spent 74
9913 sperl 2
9914 sphere 1
9915 spi 66
9916 spielberg 1
9917 spill 4
9918 spin 4
9919 spine 2
9920 spiral 4
9921 spire 1
9922 spirit 18
9923 spiritu 3
9924 spite 5
9925 splash 1
9926 splashdown 1
9927 splatter 1
9928 splint 1
9929 splinter 3
9930 splinz 1
9931 split 23
9932 spode 1
9933 spoil 11
9934 spoiler 3
9935 spokan 1
9936 spoke 76
9937 spoken 21
9938 spokesman 184
9939 spokesmen 4
9940 spokeswoman 28
9941 sponsor 14
9942 sponsorship 2
9943 spontan 4
9944 spook 1
9945 sporad 1
9946 sport 59
9947 sportsmen 1
9948 spot 33
9949 spotlight 14
9950 spotti 6
9951 spous 7
9952 spragu 1
9953 spraig 1
9954 sprain 7
9955 sprawl 8
9956 spray 6
9957 spread 53
9958 spree 2
9959 spring 28
9960 springfield 3
9961 sprinkl 2
9962 sprint 5
9963 sprout 2
9964 sprung 2
9965 spun 1
9966 spur 5
9967 spymast 19
9968 squabbl 1
9969 squad 23
9970 squadron 1
9971 squall 3
9972 squander 2
9973 squar 22
9974 squat 1
9975 squatter 3
9976 squeak 2
9977 squeamish 1
9978 squeez 7
9979 squirrel 2
9980 squish 1
9981 sr 3
9982 srdic 4
9983 srebrenica 1
9984 srpska 1
9985 stab 9
9986 stabenow 5
9987 stabil 43
9988 stabl 21
9989 stacey 1
9990 staci 1
9991 stack 8
9992 stadium 13
9993 staf 3
9994 staff 67
9995 staffer 2
9996 staffinr 1
9997 stafford 4
9998 stage 49
9999 stagger 9
10000 stain 3
10001 stair 3
10002 stairwel 4
10003 stake 24
10004 stalem 6
10005 stalin 2
10006 stalinist 1
10007 stalk 2
10008 stall 4
10009 stambol 2
10010 stambuk 1
10011 stamenkov 2
10012 stamina 1
10013 stammer 1
10014 stamped 4
10015 stanc 5
10016 stand 124
10017 standard 18
10018 standbi 1
10019 standoff 8
10020 standpoint 1
10021 standstil 6
10022 stanley 4
10023 stapl 1
10024 star 32
10025 stare 7
10026 stark 5
10027 starkli 1
10028 starr 1
10029 starrr 1
10030 start 160
10031 startl 2
10032 starv 1
10033 stash 1
10034 stasio 1
10035 stat 2
10036 state 570
10037 statehous 4
10038 stateless 1
10039 statement 104
10040 stateroom 1
10041 statesman 2
10042 statewid 5
10043 station 121
10044 stationeri 1
10045 statist 13
10046 statu 18
10047 statur 4
10048 statut 5
10049 staunch 2
10050 staunchest 2
10051 staunchli 2
10052 stay 148
10053 ste 1
10054 stead 1
10055 steadfast 1
10056 steadi 4
10057 steadili 4
10058 steal 27
10059 stealer 1
10060 stealth 1
10061 stealthi 1
10062 stealthier 1
10063 stealthili 1
10064 steam 6
10065 steami 1
10066 steel 28
10067 steenbuch 1
10068 steep 15
10069 steer 8
10070 stefan 1
10071 stefano 5
10072 stefanov 4
10073 steffi 1
10074 steinberg 1
10075 steindorff 1
10076 stell 1
10077 stellar 1
10078 stem 15
10079 stemmo 1
10080 stenberg 1
10081 stench 2
10082 step 135
10083 stephani 1
10084 stephanopoulo 1
10085 stephen 7
10086 stepmoth 1
10087 steppingston 1
10088 stepson 1
10089 stereo 1
10090 sterl 3
10091 stern 13
10092 sternavich 1
10093 sternli 2
10094 steskic 1
10095 stevan 3
10096 steve 10
10097 stevedor 1
10098 steven 3
10099 stevenson 4
10100 stew 1
10101 stewardship 4
10102 stewart 2
10103 stick 18
10104 sticker 2
10105 sticki 1
10106 stickier 4
10107 stiff 3
10108 stifl 2
10109 stigmat 1
10110 still 370
10111 sting 1
10112 stipend 1
10113 stipul 4
10114 stir 14
10115 stirrup 1
10116 stitch 1
10117 stock 5
10118 stocki 1
10119 stockpil 5
10120 stoical 1
10121 stojanov 1
10122 stojiljikov 1
10123 stojiljkov 3
10124 stoke 4
10125 stoko 1
10126 stokov 1
10127 stole 25
10128 stolen 13
10129 stolt 1
10130 stomach 6
10131 stomp 1
10132 stone 18
10133 stonewal 1
10134 stoni 3
10135 stood 66
10136 stool 2
10137 stop 175
10138 stopgap 1
10139 stopov 4
10140 stoppag 6
10141 stopper 1
10142 storag 3
10143 store 67
10144 stori 79
10145 storm 46
10146 stormi 2
10147 storybook 1
10148 stosic 2
10149 stoutli 1
10150 stowag 1
10151 stoyan 1
10152 straddl 1
10153 straight 23
10154 straighten 1
10155 straightforward 4
10156 strain 4
10157 strait 2
10158 straition 1
10159 strakov 1
10160 strand 3
10161 strang 9
10162 stranger 6
10163 strangl 1
10164 stranglehold 1
10165 strateg 18
10166 strategeri 1
10167 strategi 20
10168 strategist 7
10169 straw 1
10170 stray 2
10171 streak 16
10172 stream 14
10173 streamlin 1
10174 stree 1
10175 street 176
10176 strength 18
10177 strengthen 27
10178 strenuous 1
10179 stress 33
10180 stretch 30
10181 stretcher 13
10182 strewn 3
10183 stricken 11
10184 strickland 2
10185 strict 5
10186 stricter 1
10187 strictli 7
10188 strictur 1
10189 strident 1
10190 strife 2
10191 strike 85
10192 strikebound 5
10193 strikebreak 3
10194 striker 12
10195 string 14
10196 stringent 2
10197 stringfellow 5
10198 strip 24
10199 stripe 3
10200 strive 7
10201 strode 1
10202 stroke 10
10203 stroll 1
10204 strom 1
10205 strong 92
10206 stronger 17
10207 strongest 10
10208 stronghold 27
10209 strongli 15
10210 strongman 8
10211 strongmen 1
10212 strother 1
10213 strove 1
10214 struck 45
10215 structur 19
10216 struggl 72
10217 stuart 1
10218 stubb 1
10219 stubborn 1
10220 stubbornli 1
10221 stuck 9
10222 student 53
10223 studi 38
10224 studio 3
10225 stuf 1
10226 stuff 6
10227 stumbl 13
10228 stump 1
10229 stun 40
10230 stung 3
10231 stunningli 2
10232 stunt 2
10233 sturdi 1
10234 sturdier 1
10235 style 20
10236 stymi 1
10237 su 4
10238 suarez 3
10239 sub 21
10240 subcommitte 2
10241 subcontin 3
10242 subdu 7
10243 subgroup 1
10244 subject 39
10245 subjug 1
10246 submachin 2
10247 submarin 63
10248 submerg 5
10249 submers 3
10250 submit 25
10251 subordin 1
10252 subpoena 1
10253 subscrib 1
10254 subsequ 9
10255 subsid 4
10256 subsidi 1
10257 subsidiari 3
10258 subsist 1
10259 substanc 6
10260 substandard 1
10261 substanti 17
10262 substitut 4
10263 subterranean 1
10264 subtext 2
10265 subtl 1
10266 suburb 26
10267 suburban 11
10268 subvers 3
10269 subvert 3
10270 subway 1
10271 succeed 32
10272 success 70
10273 successor 39
10274 succumb 2
10275 suchitepequez 5
10276 suck 1
10277 sudan 11
10278 sudanes 1
10279 sudden 20
10280 suddenli 17
10281 sue 7
10282 suez 18
10283 suffer 95
10284 suffici 16
10285 suffoc 4
10286 sugarcoat 1
10287 sugari 1
10288 suggest 94
10289 suharto 1
10290 suicid 129
10291 suit 36
10292 suitabl 5
10293 suitcas 5
10294 suitland 1
10295 sukiyaki 1
10296 sullivan 3
10297 sultan 6
10298 sultri 1
10299 sum 2
10300 summar 2
10301 summari 4
10302 summer 23
10303 summit 32
10304 summon 6
10305 sumner 1
10306 sun 22
10307 sunbak 1
10308 sunda 1
10309 sunday 201
10310 sunglass 2
10311 sunil 1
10312 sunk 7
10313 sunken 25
10314 sunni 4
10315 sunris 1
10316 sunset 4
10317 sunshin 1
10318 super 3
10319 superb 2
10320 superbl 2
10321 superfast 1
10322 superintend 1
10323 superior 4
10324 supermarket 6
10325 superpow 2
10326 superstructur 1
10327 supervis 12
10328 supervisor 6
10329 supplement 1
10330 suppli 55
10331 support 271
10332 suppos 19
10333 supposedli 4
10334 supposingli 1
10335 suppress 12
10336 suprem 47
10337 supremaci 2
10338 supremacist 1
10339 surat 3
10340 sure 105
10341 surf 2
10342 surfac 28
10343 surg 14
10344 surgeon 9
10345 surgeri 13
10346 surgic 3
10347 surnia 1
10348 surpass 5
10349 surplu 3
10350 surpris 52
10351 surprisingli 4
10352 surreal 4
10353 surrend 34
10354 surrog 5
10355 surround 61
10356 surveil 17
10357 survey 26
10358 surviv 100
10359 survivor 92
10360 susa 1
10361 susan 33
10362 susann 1
10363 suscept 2
10364 susi 3
10365 suspect 142
10366 suspend 25
10367 suspens 9
10368 suspici 13
10369 suspicion 36
10370 sustain 13
10371 susten 1
10372 sutyagin 1
10373 svilanov 3
10374 swab 1
10375 swagger 1
10376 swallow 4
10377 swami 3
10378 swamimarayan 1
10379 swamp 1
10380 swan 3
10381 swap 6
10382 swarm 16
10383 swat 2
10384 sway 17
10385 swear 6
10386 sweat 4
10387 sweater 3
10388 sweati 6
10389 swede 2
10390 sweden 5
10391 sweep 21
10392 sweet 3
10393 sweeten 1
10394 sweetheart 2
10395 swell 14
10396 swelter 1
10397 swenchoni 1
10398 swept 39
10399 swift 11
10400 swiftli 5
10401 swim 5
10402 swing 5
10403 swipe 1
10404 swirl 2
10405 swiss 16
10406 switch 20
10407 switzerland 25
10408 swivel 1
10409 swollen 2
10410 swoon 1
10411 swoop 1
10412 sword 1
10413 swore 3
10414 sworn 29
10415 swung 1
10416 sy 2
10417 sydney 10
10418 sylvest 1
10419 sylvia 1
10420 symbiones 4
10421 symbol 31
10422 symington 2
10423 symmetri 1
10424 sympath 2
10425 sympathet 8
10426 sympathi 8
10427 symphoni 1
10428 symptom 2
10429 sync 1
10430 syndic 1
10431 synonym 1
10432 syria 2
10433 syrian 6
10434 syring 1
10435 system 82
10436 systemat 3
10437 tabara 3
10438 tabl 18
10439 tableau 2
10440 tableaux 1
10441 tablecloth 2
10442 tabloid 2
10443 tabul 5
10444 tacitli 1
10445 tackl 4
10446 tacoma 1
10447 tactic 15
10448 tactician 2
10449 tadic 2
10450 taffeta 1
10451 tag 1
10452 taha 3
10453 taigon 1
10454 tail 1
10455 tailor 11
10456 tailspin 2
10457 taint 10
10458 taiwan 9
10459 taiwanes 2
10460 taiz 1
10461 take 340
10462 taken 128
10463 takeoff 1
10464 takeov 15
10465 taker 1
10466 takla 1
10467 talaja 2
10468 tale 5
10469 talent 8
10470 talib 1
10471 taliban 15
10472 talk 156
10473 talker 1
10474 tall 8
10475 tallahasse 1
10476 taller 4
10477 talli 15
10478 tamarin 4
10479 tame 7
10480 tamil 1
10481 tamme 1
10482 tampa 4
10483 tamper 3
10484 tan 2
10485 tanang 1
10486 tanasugarin 1
10487 tanasugarn 3
10488 tandem 1
10489 tangl 11
10490 tanja 1
10491 tanjug 13
10492 tank 25
10493 tanker 2
10494 tant 1
10495 tantal 1
10496 tantamount 1
10497 tantrum 1
10498 tanugu 1
10499 tanzania 37
10500 tap 9
10501 tape 20
10502 tar 2
10503 tarawa 2
10504 tardi 1
10505 target 67
10506 tariff 2
10507 tariq 2
10508 tarmac 12
10509 tarnish 2
10510 tarp 3
10511 tarpaulin 3
10512 task 43
10513 tass 1
10514 tast 5
10515 tatter 4
10516 taunt 1
10517 tawdri 1
10518 tawfiq 1
10519 tax 40
10520 taxi 6
10521 taxpay 2
10522 taylor 2
10523 tea 9
10524 teach 8
10525 teacher 16
10526 team 119
10527 teammat 2
10528 tear 72
10529 tearga 4
10530 tech 1
10531 technic 24
10532 technician 15
10533 techniqu 4
10534 technocrat 1
10535 technolog 42
10536 techsourc 2
10537 tecla 11
10538 ted 3
10539 teddi 1
10540 teem 3
10541 teen 2
10542 teenag 4
10543 teepl 1
10544 teeter 2
10545 teeth 2
10546 tefb 1
10547 tegla 1
10548 tekla 2
10549 tel 4
10550 telar 1
10551 telecommun 2
10552 teleconfer 2
10553 telephon 72
10554 televis 170
10555 televisa 1
10556 televison 1
10557 tell 108
10558 teller 7
10559 tello 2
10560 tem 1
10561 temblor 13
10562 tempel 1
10563 temper 4
10564 temperatur 10
10565 tempestu 1
10566 templ 8
10567 templat 1
10568 tempo 1
10569 temporari 13
10570 temporarili 10
10571 ten 38
10572 tenabl 1
10573 tenac 1
10574 tenaci 1
10575 tenant 3
10576 tend 11
10577 tendenc 4
10578 tender 4
10579 tenet 2
10580 tenn 1
10581 tennesse 11
10582 tenni 39
10583 tens 18
10584 tension 25
10585 tent 39
10586 tentacl 1
10587 tenth 3
10588 tenur 9
10589 ter 1
10590 term 111
10591 termer 1
10592 termin 15
10593 tern 1
10594 terr 1
10595 terrain 2
10596 terrel 1
10597 terrenc 12
10598 terri 6
10599 terribl 28
10600 terribly 1
10601 terrif 2
10602 terrifi 9
10603 terrifng 1
10604 terrifyingli 1
10605 territori 22
10606 terror 102
10607 terrorist 203
10608 test 42
10609 testament 2
10610 testifi 25
10611 testili 1
10612 testimoni 19
10613 testu 1
10614 testud 9
10615 tethani 1
10616 tether 2
10617 tex 1
10618 texa 95
10619 text 6
10620 textbook 1
10621 textil 4
10622 tfor 1
10623 th 1
10624 thaan 1
10625 thabo 3
10626 thaci 1
10627 thadani 1
10628 thaerz 1
10629 thahn 1
10630 thailand 2
10631 thakkar 4
10632 thakur 1
10633 thanh 2
10634 thank 117
10635 thanksgiv 2
10636 thankyou 1
10637 thatcher 1
10638 thaul 1
10639 theater 5
10640 theft 2
10641 theme 7
10642 theodor 2
10643 theolog 2
10644 theoret 3
10645 theori 29
10646 theoriz 4
10647 thepaid 1
10648 therapi 1
10649 thereaft 1
10650 therebi 2
10651 therefor 16
10652 therein 1
10653 theresa 1
10654 thermomet 2
10655 thescap 1
10656 thesi 1
10657 thevenot 2
10658 thi 5
10659 thick 15
10660 thicker 3
10661 thief 1
10662 thiessen 1
10663 thiev 6
10664 thigh 2
10665 thin 5
10666 thing 167
10667 think 227
10668 thinker 1
10669 thinner 1
10670 third 124
10671 thirdli 1
10672 thirti 1
10673 thirtysometh 1
10674 thoma 18
10675 thompson 4
10676 thorbjoern 2
10677 thorbjorn 1
10678 thorn 1
10679 thornburgh 1
10680 thornel 1
10681 thorni 1
10682 thorough 3
10683 thoroughfar 3
10684 thoroughli 1
10685 though 135
10686 thought 106
10687 thousand 156
10688 thrash 1
10689 thread 4
10690 threadbar 1
10691 threat 104
10692 threatcon 1
10693 threaten 46
10694 threshold 2
10695 threw 16
10696 thrill 5
10697 thriller 1
10698 thrive 6
10699 throat 2
10700 throne 2
10701 throng 6
10702 throughout 70
10703 throw 17
10704 throwback 2
10705 thrower 1
10706 thrown 24
10707 thrust 3
10708 thu 19
10709 thug 5
10710 thugocraci 2
10711 thumb 3
10712 thunder 3
10713 thunderbird 1
10714 thurmond 1
10715 thursday 219
10716 thuzz 1
10717 thwart 5
10718 tia 2
10719 tiananmen 1
10720 tibet 2
10721 tick 3
10722 ticket 10
10723 tidal 2
10724 tide 7
10725 tie 97
10726 tiebreak 10
10727 tien 1
10728 tiffani 2
10729 tight 22
10730 tighten 11
10731 tighter 3
10732 tightest 2
10733 tightli 4
10734 tijan 3
10735 tilak 1
10736 tile 2
10737 till 5
10738 tilt 5
10739 tim 15
10740 time 477
10741 timelin 4
10742 timet 4
10743 timid 2
10744 timism 1
10745 timo 1
10746 timocka 1
10747 timothi 4
10748 tin 1
10749 tini 23
10750 tinker 1
10751 tinkl 1
10752 tiot 1
10753 tip 55
10754 tipper 2
10755 tipster 1
10756 tire 29
10757 tireless 1
10758 tirelessli 2
10759 tirm 2
10760 titl 50
10761 titleist 1
10762 titlist 2
10763 tito 6
10764 tl 1
10765 tnt 7
10766 toadi 1
10767 toast 3
10768 toastst 1
10769 tobacco 3
10770 tod 2
10771 today 316
10772 todd 21
10773 toddler 3
10774 toe 3
10775 togeth 101
10776 togo 1
10777 tohouri 1
10778 toi 1
10779 toietnam 1
10780 toilet 3
10781 token 2
10782 tokov 1
10783 tokyo 25
10784 told 277
10785 toledo 15
10786 toler 12
10787 tolkach 1
10788 toll 78
10789 tolli 1
10790 tolstoy 1
10791 tom 42
10792 tomahawk 6
10793 tomato 2
10794 tomb 1
10795 tomic 2
10796 tomislav 1
10797 tommi 9
10798 tomorrow 41
10799 ton 37
10800 tone 16
10801 tong 1
10802 tongu 7
10803 toni 34
10804 tonig 2
10805 tonight 104
10806 tonugu 1
10807 took 216
10808 tool 21
10809 toothless 1
10810 top 167
10811 topic 1
10812 topmost 1
10813 topolev 2
10814 toppl 26
10815 torch 11
10816 tore 41
10817 tori 1
10818 torment 10
10819 torn 7
10820 torpedo 64
10821 torr 1
10822 torricelli 1
10823 torso 1
10824 tortilla 1
10825 tortur 14
10826 toscap 1
10827 toss 14
10828 tossup 3
10829 total 75
10830 totalitarian 1
10831 tote 2
10832 totter 1
10833 touch 37
10834 touchdown 1
10835 touchi 2
10836 tough 32
10837 toughen 1
10838 tougher 2
10839 toughest 2
10840 tour 45
10841 tourism 1
10842 tourist 12
10843 tournament 51
10844 tout 2
10845 tow 18
10846 toward 99
10847 towel 1
10848 tower 21
10849 town 111
10850 townsend 1
10851 townspeopl 2
10852 toy 3
10853 trace 13
10854 tracey 1
10855 traci 1
10856 track 47
10857 trade 72
10858 trader 11
10859 tradit 45
10860 traffic 24
10861 traffick 22
10862 tragedi 48
10863 tragic 15
10864 trail 45
10865 trailer 13
10866 train 50
10867 trainer 14
10868 traips 1
10869 trait 1
10870 traition 1
10871 traitor 1
10872 trajkov 1
10873 trampl 2
10874 tran 7
10875 trang 1
10876 tranquil 6
10877 transact 6
10878 transcend 1
10879 transcript 6
10880 transfer 27
10881 transform 6
10882 transit 45
10883 translat 21
10884 transmiss 2
10885 transmit 1
10886 transmitt 1
10887 transnat 1
10888 transpar 13
10889 transpir 3
10890 transport 53
10891 traor 1
10892 trap 69
10893 trash 13
10894 trauma 7
10895 traumat 1
10896 travail 1
10897 travel 70
10898 travelg 1
10899 travesti 2
10900 tray 1
10901 tread 1
10902 treason 2
10903 treasur 5
10904 treasuri 2
10905 treat 39
10906 treati 7
10907 treatment 34
10908 trebjesanin 1
10909 tredway 1
10910 tree 13
10911 treeless 1
10912 trek 2
10913 trembl 1
10914 tremend 8
10915 tremor 23
10916 trench 1
10917 trenchantli 1
10918 trend 15
10919 trent 7
10920 tri 324
10921 triag 1
10922 trial 82
10923 triangl 1
10924 tribal 10
10925 tribe 9
10926 tribesmen 1
10927 tribespeopl 1
10928 tribun 30
10929 tribut 12
10930 trichovich 1
10931 trick 13
10932 tricki 6
10933 trickl 4
10934 tricov 1
10935 trident 1
10936 trigger 23
10937 trillion 1
10938 trim 12
10939 trio 1
10940 trip 83
10941 tripl 2
10942 triplett 1
10943 tripoli 1
10944 tripp 1
10945 triumph 15
10946 trivedi 1
10947 troop 67
10948 trooper 5
10949 trophi 2
10950 tropic 1
10951 trot 2
10952 troubl 64
10953 troublemak 1
10954 troublesom 2
10955 trounc 1
10956 troup 1
10957 trove 1
10958 truce 3
10959 truck 63
10960 trucker 2
10961 truckload 5
10962 true 34
10963 truer 1
10964 truli 16
10965 truman 5
10966 trumpet 4
10967 trundl 1
10968 trust 26
10969 trustworthi 1
10970 truth 21
10971 tsvangirai 1
10972 tu 1
10973 tube 11
10974 tuck 3
10975 tucker 1
10976 tudela 10
10977 tudjman 3
10978 tuesday 164
10979 tug 4
10980 tugboat 1
10981 tull 7
10982 tumb 1
10983 tumbl 7
10984 tumult 2
10985 tumultu 5
10986 tuna 1
10987 tune 6
10988 tuneup 2
10989 tungata 1
10990 tunisia 1
10991 tunnel 5
10992 tupac 4
10993 turban 1
10994 turbin 3
10995 turbul 4
10996 tureen 1
10997 turf 1
10998 turk 2
10999 turkey 17
11000 turkish 2
11001 turmoil 16
11002 turn 179
11003 turnaround 2
11004 turncoat 1
11005 turner 1
11006 turnout 27
11007 turnov 7
11008 tusca 1
11009 tussl 1
11010 tutori 1
11011 tuxedo 1
11012 tv 59
11013 twa 1
11014 twelfth 1
11015 twenti 7
11016 twice 42
11017 twig 1
11018 twin 6
11019 twist 21
11020 tyner 1
11021 type 23
11022 typewrit 1
11023 typhu 1
11024 typic 6
11025 typifi 1
11026 typograph 2
11027 tyranni 3
11028 tyrant 2
11029 tyson 5
11030 tysyacheletiy 1
11031 ueno 2
11032 ufwet 1
11033 ugaz 3
11034 ugli 3
11035 ulihrach 2
11036 ultim 31
11037 ultimatum 3
11038 ultra 1
11039 ultralight 3
11040 ultramodern 2
11041 ultranationalist 3
11042 umbil 1
11043 umbrella 2
11044 umesh 1
11045 umpir 6
11046 un 6
11047 unabl 24
11048 unaccept 7
11049 unaccount 12
11050 unambigu 1
11051 unanim 6
11052 unannounc 4
11053 unansw 4
11054 unapologet 1
11055 unarm 5
11056 unattend 1
11057 unauthor 3
11058 unavoid 2
11059 unawar 3
11060 unbalanc 1
11061 unbear 1
11062 unbeaten 1
11063 unbeliev 6
11064 unbias 2
11065 unborn 1
11066 unbridl 1
11067 unbroken 2
11068 uncal 1
11069 uncanni 1
11070 unceasingli 1
11071 uncertain 14
11072 uncertainti 12
11073 unchalleng 3
11074 unchang 6
11075 uncharacterist 2
11076 uncharismat 1
11077 uncheck 4
11078 uncl 9
11079 unclaim 2
11080 unclassifi 3
11081 unclear 27
11082 uncoil 1
11083 uncollect 1
11084 uncomfort 2
11085 uncommit 2
11086 uncommon 1
11087 unconcern 1
11088 uncondit 4
11089 unconfirm 3
11090 unconsci 2
11091 unconstitut 2
11092 unconvinc 1
11093 uncork 1
11094 uncorrupt 1
11095 uncount 1
11096 uncov 14
11097 uncrit 1
11098 undaunt 1
11099 undecid 8
11100 undef 1
11101 undemocrat 3
11102 underag 4
11103 undercov 1
11104 undercut 9
11105 underdog 1
11106 underestim 5
11107 undergo 7
11108 undergon 1
11109 underground 6
11110 underli 3
11111 underlin 3
11112 undermin 14
11113 underneath 7
11114 underpaid 1
11115 underscor 14
11116 undersea 1
11117 undersecretari 2
11118 undersheriff 2
11119 understaf 1
11120 understand 55
11121 understat 1
11122 understood 11
11123 understudi 1
11124 undertak 5
11125 undertaken 6
11126 underton 1
11127 undertook 1
11128 underw 5
11129 underwat 21
11130 underway 9
11131 underwood 1
11132 underworld 3
11133 undescrib 1
11134 undeserv 2
11135 undetect 6
11136 undisclos 2
11137 undisput 2
11138 undisturb 1
11139 undivid 1
11140 undo 1
11141 undon 1
11142 undoubtedli 3
11143 undu 2
11144 unduli 2
11145 unearth 4
11146 uneasi 8
11147 unelect 1
11148 unemploy 5
11149 unenforc 1
11150 unequivoc 2
11151 uner 2
11152 unesco 1
11153 unexpect 9
